id,name,description,country,iata,icao,latitude,longitude,elevation
3818,Waukegan Rgnl,Chicago,United States,UGN,KUGN,42.42216,-87.86791,727
3819,City Of Colorado Springs Muni,Colorado Springs,United States,COS,KCOS,38.8058,-104.70078,6187
3820,Buffalo Niagara Intl,Buffalo,United States,BUF,KBUF,42.94052,-78.73217,724
3821,Griffing Sandusky,Sandusky,United States,SKY,KSKY,41.43336,-82.65233,580
3822,Snohomish Co,Everett,United States,PAE,KPAE,47.90634,-122.28156,606
3823,Mountain Home Afb,Mountain Home,United States,MUO,KMUO,43.0436,-115.87243,2996
3824,Cedar City Rgnl,Cedar City,United States,CDC,KCDC,37.70097,-113.09885,5622
3825,Bradley Intl,Windsor Locks,United States,BDL,KBDL,41.93889,-72.68322,173
3826,Mc Allen Miller Intl,Mcallen,United States,MFE,KMFE,26.17583,-98.23861,107
3827,Norfolk Ns,Norfolk,United States,NGU,KNGU,36.93764,-76.28929,15
3828,Westover Arb Metropolitan,Chicopee Falls,United States,CEF,KCEF,42.19401,-72.53478,241
3829,Lubbock Preston Smith Intl,Lubbock,United States,LBB,KLBB,33.66364,-101.82278,3282
3830,Chicago Ohare Intl,Chicago,United States,ORD,KORD,41.9786,-87.90484,668
3831,Boca Raton,Boca Raton,United States,BCT,KBCT,26.3785,-80.10769,13
3832,Fairbanks Intl,Fairbanks,United States,FAI,PAFA,64.81511,-147.85627,434
3833,Quantico Mcaf,Quantico,United States,NYG,KNYG,38.50168,-77.30533,11
3834,Cannon Afb,Clovis,United States,CVS,KCVS,34.38278,-103.32215,4295
3835,Kaneohe Bay Mcaf,Kaneohe Bay,United States,NGF,PHNG,21.45045,-157.768,24
3836,Offutt Afb,Omaha,United States,OFF,KOFF,41.11833,-95.91251,1052
3837,Gulkana,Gulkana,United States,GKN,PAGK,62.15489,-145.45664,1580
3838,Watertown Intl,Watertown,United States,ART,KART,43.99192,-76.02174,325
3839,Palm Springs Intl,Palm Springs,United States,PSP,KPSP,33.82967,-116.50669,477
3840,Rick Husband Amarillo Intl,Amarillo,United States,AMA,KAMA,35.21937,-101.70593,3607
3841,Fort Dodge Rgnl,Fort Dodge,United States,FOD,KFOD,42.5512,-94.19184,1157
3842,Barksdale Afb,Shreveport,United States,BAD,KBAD,32.50182,-93.66267,166
3843,Forbes Fld,Topeka,United States,FOE,KFOE,38.95094,-95.66361,1078
3844,Cotulla Lasalle Co,Cotulla,United States,COT,KCOT,28.45669,-99.22029,474
3845,Wilmington Intl,Wilmington,United States,ILM,KILM,34.27062,-77.90257,32
3846,Baton Rouge Metro Ryan Fld,Baton Rouge,United States,BTR,KBTR,30.53317,-91.14964,70
3847,Meridian Nas,Meridian,United States,NMM,KNMM,32.55208,-88.55556,317
3848,Tyler Pounds Rgnl,Tyler,United States,TYR,KTYR,32.35414,-95.40239,544
3849,Baltimore Washington Intl,Baltimore,United States,BWI,KBWI,39.17536,-76.66833,146
3850,Hobart Muni,Hobart,United States,HBR,KHBR,34.99131,-99.05135,1564
3851,Lanai,Lanai,United States,LNY,PHNY,20.78561,-156.95142,1308
3852,Alexandria Intl,Alexandria,United States,AEX,KAEX,31.3274,-92.54983,89
3853,Condron Aaf,White Sands,United States,WSD,KWSD,32.34148,-106.40277,3934
3854,Cold Bay,Cold Bay,United States,CDB,PACD,55.20606,-162.72544,96
3855,Tulsa Intl,Tulsa,United States,TUL,KTUL,36.19839,-95.88811,677
3856,Sitka Rocky Gutierrez,Sitka,United States,SIT,PASI,57.04714,-135.36161,21
3857,Long Island Mac Arthur,Islip,United States,ISP,KISP,40.79525,-73.10022,99
3858,Minneapolis St Paul Intl,Minneapolis,United States,MSP,KMSP,44.88196,-93.22177,841
3859,New Castle,Wilmington,United States,ILG,KILG,39.67872,-75.60653,79
3860,Unalaska,Unalaska,United States,DUT,PADU,53.90014,-166.5435,22
3861,Louis Armstrong New Orleans Intl,New Orleans,United States,MSY,KMSY,29.99339,-90.25803,4
3862,Portland Intl Jetport,Portland,United States,PWM,KPWM,43.64616,-70.30928,77
3863,Will Rogers World,Oklahoma City,United States,OKC,KOKC,35.39309,-97.60073,1295
3864,Albany Intl,Albany,United States,ALB,KALB,42.74827,-73.80169,285
3865,Valdez Pioneer Fld,Valdez,United States,VDZ,PAVD,61.13395,-146.24834,118
3866,Langley Afb,Hampton,United States,LFI,KLFI,37.08288,-76.36055,11
3867,John Wayne Arpt Orange Co,Santa Ana,United States,SNA,KSNA,33.67567,-117.86822,56
3868,Columbus Afb,Colombus,United States,CBM,KCBM,33.64383,-88.44383,219
3869,Kendall Tamiami Executive,Kendall-tamiami,United States,TMB,KTMB,25.64789,-80.43278,8
3870,Oceana Nas,Oceana,United States,NTU,KNTU,36.8207,-76.03354,22
3871,Grissom Arb,Peru,United States,GUS,KGUS,40.64809,-86.15212,812
3872,Natrona Co Intl,Casper,United States,CPR,KCPR,42.908,-106.46442,5347
3873,Eglin Afb,Valparaiso,United States,VPS,KVPS,30.48325,-86.5254,87
3874,Craig Fld,Selma,United States,SEM,KSEM,32.34395,-86.9878,166
3875,Key West Intl,Key West,United States,EYW,KEYW,24.55611,-81.75956,3
3876,Charlotte Douglas Intl,Charlotte,United States,CLT,KCLT,35.214,-80.94314,748
3877,Mc Carran Intl,Las Vegas,United States,LAS,KLAS,36.08006,-115.15225,2141
3878,Orlando Intl,Orlando,United States,MCO,KMCO,28.42939,-81.30899,96
3879,Florence Rgnl,Florence,United States,FLO,KFLO,34.18536,-79.72389,146
3880,Great Falls Intl,Great Falls,United States,GTF,KGTF,47.482,-111.37069,3677
3881,Youngstown Warren Rgnl,Youngstown,United States,YNG,KYNG,41.26074,-80.6791,1196
3882,Ladd Aaf,Fort Wainwright,United States,FBK,PAFB,64.8375,-147.61444,454
3883,Mc Minnville Muni,Mackminnville,United States,MMV,KMMV,45.19444,-123.13594,163
3884,Robins Afb,Macon,United States,WRB,KWRB,32.64014,-83.59185,294
3885,Suvarnabhumi Intl,Bangkok,Thailand,BKK,VTBS,13.68111,100.74728,5
3887,Andi Jemma,Masamba,Indonesia,,WAWM,-2.55804,120.32438,164
3888,Soroako,Soroako,Indonesia,,WAWS,-2.5312,121.35764,1388
3889,Pongtiku,Makale,Indonesia,,WAWT,-3.04474,119.82154,2884
3890,Wolter Monginsidi,Kendari,Indonesia,KDI,WAWW,-4.08161,122.41823,538
3891,Maimun Saleh,Sabang,Indonesia,SBG,WITB,5.87413,95.33967,393
3892,Cibeureum,Tasikmalaya,Indonesia,,WICM,-7.3466,108.24609,1148
3893,Iswahyudi,Madiun,Indonesia,,WARI,-7.61577,111.43412,361
3894,Abdul Rachman Saleh,Malang,Indonesia,MLG,WARA,-7.92656,112.71451,1726
3895,Budiarto,Tangerang,Indonesia,,WICB,-6.29317,106.5699,151
3896,Husein Sastranegara,Bandung,Indonesia,BDO,WICC,-6.90062,107.57629,2436
3897,Penggung,Cirebon,Indonesia,CBN,WICD,-6.75614,108.53967,89
3898,Adi Sutjipto,Yogyakarta,Indonesia,JOG,WARJ,-7.78818,110.43176,350
3899,Tunggul Wulung,Cilacap,Indonesia,CXP,WIHL,-7.64506,109.03391,69
3900,Pondok Cabe,Jakarta,Indonesia,PCB,WIHP,-6.33696,106.76456,200
3901,Achmad Yani,Semarang,Indonesia,SRG,WARS,-6.97145,110.37412,13
3903,Hang Nadim,Batam,Indonesia,BTH,WIDD,1.12103,104.11875,126
3904,H As Hanandjoeddin,Tanjung Pandan,Indonesia,TJQ,WIOD,-2.74572,107.75492,164
3905,Depati Amir,Pangkal Pinang,Indonesia,PGK,WIPK,-2.1622,106.13906,109
3906,Kijang,Tanjung Pinang,Indonesia,TNJ,WIDN,0.92268,104.53231,52
3907,Dabo,Singkep,Indonesia,SIQ,WIDS,-0.47919,104.57928,95
3908,Syamsudin Noor,Banjarmasin,Indonesia,BDJ,WAOO,-3.44236,114.76255,66
3909,Batu Licin,Batu Licin,Indonesia,,WAOC,-3.41241,115.99514,3
3910,Iskandar,Pangkalan Bun,Indonesia,PKN,WAOI,-2.7052,111.67321,75
3911,Tjilik Riwut,Palangkaraya,Indonesia,PKY,WAOP,-2.22513,113.94266,82
6822,Militaerlager,S-Chanf,Switzerland,,,46.6166,9.9833,5100
3913,Wai Oti,Maumere,Indonesia,MOF,WATC,-8.64065,122.23689,115
3914,H Hasan Aroeboesman,Ende,Indonesia,ENE,WATE,-8.84929,121.66064,49
3915,Satar Tacik,Ruteng,Indonesia,RTG,WATG,-8.59701,120.47706,3510
3916,El Tari,Kupang,Indonesia,KOE,WATT,-10.17158,123.67114,335
3917,Mutiara Ii,Labuhan Bajo,Indonesia,LBJ,WATO,-8.48666,119.88905,66
3919,Sepinggan,Balikpapan,Indonesia,BPN,WALL,-1.26827,116.89448,12
3920,Juwata,Taraken,Indonesia,TRK,WALR,3.32669,117.56557,20
3921,Temindung,Samarinda,Indonesia,SRI,WALS,-0.48453,117.15711,33
3922,Tanjung Santan,Tanjung Santan,Indonesia,,WALT,-0.09322,117.43929,121
3923,Selaparang,Mataram,Indonesia,AMI,WADA,-8.56071,116.09466,52
3924,Muhammad Salahuddin,Bima,Indonesia,BMU,WADB,-8.53965,118.68732,3
6799,Krems Langenlois,Krems,Austria,,LOAG,48.44608,15.63124,1022
3927,Mau Hau,Waingapu,Indonesia,WGP,WADW,-9.66922,120.30201,33
3928,Juanda,Surabaya,Indonesia,SUB,WARR,-7.37983,112.78686,9
3929,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,SOC,WARQ,-7.51609,110.75689,421
3931,Chiang Mai Intl,Chiang Mai,Thailand,CNX,VTCC,18.76685,98.96264,1036
3932,Chiang Rai Intl,Chiang Rai,Thailand,CEI,VTCT,19.95234,99.88293,1280
3933,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,NST,VTSF,8.53962,99.94472,13
3940,Bali Ngurah Rai,Denpasar,Indonesia,DPS,WADD,-8.74817,115.16717,14
3935,Nakhon Ratchasima,Nakhon Ratchasima,Thailand,NAK,VTUQ,14.9495,102.31274,765
3936,Nakhon Phanom,Nakhon Phanom,Thailand,KOP,VTUW,17.38379,104.64302,587
3937,Ubon Ratchathani,Ubon Ratchathani,Thailand,UBP,VTUU,15.25128,104.87023,406
3938,Khon Kaen,Khon Kaen,Thailand,KKC,VTUK,16.46663,102.78366,670
3939,Sukhothai,Sukhothai,Thailand,THS,VTPO,17.23799,99.81818,179
3941,Eleftherios Venizelos Intl,Athens,Greece,ATH,LGAV,37.93636,23.94447,308
3942,Chubu Centrair Intl,Nagoya,Japan,NGO,RJGG,34.85841,136.80541,15
3943,Kobe,Kobe,Japan,UKB,RJBE,34.63278,135.22389,22
3944,Pullman-Moscow Rgnl,Pullman,United States,PUW,KPUW,46.74386,-117.10958,2556
3945,Lewiston Nez Perce Co,Lewiston,United States,LWS,KLWS,46.3745,-117.01539,1442
3946,Elmira Corning Rgnl,Elmira,United States,ELM,KELM,42.15989,-76.89161,954
3947,Ithaca Tompkins Rgnl,Ithaca,United States,ITH,KITH,42.49103,-76.45844,1099
3948,Monterey Peninsula,Monterey,United States,MRY,KMRY,36.587,-121.84294,257
3949,Santa Barbara Muni,Santa Barbara,United States,SBA,KSBA,34.42621,-119.84037,10
3950,Daytona Beach Intl,Daytona Beach,United States,DAB,KDAB,29.17992,-81.05806,34
8421,Taoyuan Station,Zhongli,Taiwan,,,25.01309,121.21522,250
3952,Liepaja Intl,Liepaja,Latvia,LPX,EVLA,56.5175,21.09694,16
3953,Riga Intl,Riga,Latvia,RIX,EVRA,56.92361,23.97111,34
3954,Siauliai Intl,Siauliai,Lithuania,SQQ,EYSA,55.89389,23.39498,443
3955,Barysiai,Barysiai,Lithuania,HLJ,EYSB,56.07056,23.55806,270
3956,Kaunas Intl,Kaunas,Lithuania,KUN,EYKA,54.96392,24.08478,256
3957,S. Darius,Kaunas,Lithuania,,EYKS,54.87979,23.88151,246
3958,Palanga Intl,Palanga,Lithuania,PLQ,EYPA,55.97323,21.09386,33
3959,Vilnius Intl,Vilnius,Lithuania,VNO,EYVI,54.63413,25.28577,646
3960,Pajuostis,Panevezys,Lithuania,PNV,EYPP,55.72944,24.46083,197
3962,Erebuni,Yerevan,Armenia,,UDYE,40.12211,44.46499,2948
3963,Stepanavan,Stepanavan,Armenia,,UDLS,41.04845,44.33717,4836
3964,Zvartnots,Yerevan,Armenia,EVN,UDYZ,40.14728,44.39588,2838
3965,Gyumri,Gyumri,Armenia,LWN,UDSG,40.75037,43.85934,5000
3966,Assab Intl,Assab,Eritrea,ASA,HHSB,13.07178,42.64501,46
3967,Asmara Intl,Asmara,Eritrea,ASM,HHAS,15.29185,38.91067,7661
3968,Massawa Intl,Massawa,Eritrea,MSW,HHMS,15.66999,39.3701,194
3969,Yasser Arafat Intl,Gaza,Palestine,GZA,LVGZ,31.24639,34.27611,320
3974,Riyan,Mukalla,Yemen,RIY,OYRN,14.66264,49.37503,54
3971,Batumi,Batumi,Georgia,BUS,UGSB,41.61028,41.59969,105
3972,Kopitnari,Kutaisi,Georgia,KUT,UGKO,42.17665,42.48258,223
3973,Tbilisi,Tbilisi,Georgia,TBS,UGTB,41.66917,44.95472,1624
3975,Taiz Intl,Taiz,Yemen,TAI,OYTZ,13.68596,44.13906,4838
3976,Hodeidah Intl,Hodeidah,Yemen,HOD,OYHD,14.753,42.97634,41
3977,Aden Intl,Aden,Yemen,ADE,OYAA,12.82954,45.02879,7
3978,Ataq,Ataq,Yemen,AXK,OYAT,14.55132,46.82618,3735
3979,Al Ghaidah Intl,Al Ghaidah Intl,Yemen,AAY,OYGD,16.19167,52.175,134
3980,Sanaa Intl,Sanaa,Yemen,SAH,OYSN,15.47626,44.21974,7216
3986,Allgau,Memmingen,Germany,FMM,EDJA,47.98876,10.2395,2077
3982,Beihan,Beihan,Yemen,BHN,OYBN,14.78197,45.72008,3800
6863,RK Heliplex,Panorama,Canada,,,50.2735,-116.14,358
3984,Socotra Intl,Socotra,Yemen,SCT,OYSQ,12.63067,53.90578,146
3985,Al Badie,Al Badie,Yemen,,OYBA,18.71931,50.83691,908
3987,Kapadokya,Nevsehir,Turkey,NAV,LTAZ,38.77187,34.53455,3100
3988,Ministro Pistarini,Buenos Aires,Argentina,EZE,SAEZ,-34.82222,-58.53583,67
3989,Erbil Intl,Erbil,Iraq,EBL,ORER,36.23761,43.96316,1341
3990,Emerald,Emerald,Australia,EMD,YEML,-23.5675,148.17917,624
3991,Ellinikon International Airport,Athens,Greece,,LGAT,37.5354,23.4346,68
3992,Kansai,Osaka,Japan,KIX,RJBB,34.43472,135.24417,49
3993,Wall Street Heliport,New York,United States,JRB,KJRB,40.70121,-74.00903,7
3994,Tagbilaran,Tagbilaran,Philippines,TAG,RPVT,9.66408,123.85325,38
3995,Ilulissat,Ilulissat,Greenland,JAV,BGJN,69.23444,-51.05111,2
3996,Qasigiannguit,Qasigiannguit,Greenland,JCH,BGCH,68.83334,-51,2
3997,Aasiaat,Aasiaat,Greenland,JEG,BGEM,68.7,-52.75,2
3998,Son Sant Joan,Palma de Mallorca,Spain,PMI,LEPA,39.55361,2.72778,24
3999,Darwin Intl,Darwin,Australia,DRW,YPDN,-12.40833,130.87266,103
4000,Surat Thani,Surat Thani,Thailand,URT,VTSB,9.1325,99.13556,286
4001,Bagan Intl,Nyuang U,Burma,NYU,VYBR,21.17383,94.92467,290
4002,Godofredo P,Caticlan,Philippines,MPH,RPXE,11.9215,121.953,20
4003,Bimini North Seaplane Base,Bimini,Bahamas,NSB,,25.767,-79.25,0
4004,Talkeetna,Talkeetna,United States,TKA,PATK,62.3205,-150.09369,358
4005,Xewkija Heliport,Gozo,Malta,GZM,LMMG,36.02722,14.27278,300
4006,Tweed-New Haven Airport,New Haven,United States,HVN,KHVN,41.26375,-72.88681,14
4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.43619,-82.54181,2165
4008,Piedmont Triad,Greensboro,United States,GSO,KGSO,36.09775,-79.93731,925
4009,Sioux Falls,Sioux Falls,United States,FSD,KFSD,43.58201,-96.74191,1429
4010,Ayers Rock,Uluru,Australia,AYQ,YAYE,-25.18611,130.97556,1626
4011,Manchester Regional Airport,Manchester NH,United States,MHT,KMHT,42.93256,-71.43567,266
4012,Naples Muni,Naples,United States,APF,KAPF,26.15262,-81.77529,8
4013,Redang,Redang,Malaysia,RDN,WMPR,5.76528,103.007,10
4014,Louisville International Airport,Louisville,United States,SDF,KSDF,38.17409,-85.7365,501
4015,Charlottesville-Albemarle,Charlottesville VA,United States,CHO,KCHO,38.13864,-78.45286,639
4016,Roanoke Regional,Roanoke VA,United States,ROA,KROA,37.32547,-79.97542,1175
4017,Blue Grass,Lexington KY,United States,LEX,KLEX,38.0365,-84.60589,979
4018,Evansville Regional,Evansville,United States,EVV,KEVV,38.037,-87.53236,418
4019,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.04022,-106.60919,5355
4020,Gallatin Field,Bozeman,United States,BZN,KBZN,45.77764,-111.16015,4500
4021,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.80921,-108.53765,3652
4022,Bert Mooney Airport,Butte,United States,BTM,KBTM,45.95481,-112.49747,5550
4023,Cherry Capital Airport,Traverse City,United States,TVC,KTVC,44.74144,-85.58224,624
4024,Mundo Maya International,Flores,Guatemala,FRS,MGTK,16.91382,-89.86638,427
4025,Hancock County - Bar Harbor,Bar Harbor,United States,BHB,KBHB,44.44977,-68.36157,83
4026,Knox County Regional Airport,Rockland,United States,RKD,KRKD,44.06011,-69.09923,56
4027,Jackson Hole Airport,Jacksn Hole,United States,JAC,KJAC,43.60733,-110.73775,6451
4028,Chicago Rockford International Airport,Rockford,United States,RFD,KRFD,42.19536,-89.09722,742
4029,Domododevo,Moscow,Russia,DME,UUDD,55.40861,37.90611,588
4030,Phoenix International,Sanya,China,SYX,ZJSY,18.3029,109.41227,92
4031,Milford Sound Airport,Milford Sound,New Zealand,MFN,NZMF,-44.67333,167.92333,10
4032,East 34th Street Heliport,New York,United States,TSS,NONE,40.7425,-73.97194,10
4033,Lijiang Airport,Lijiang,China,LJG,ZPLJ,26.88333,100.23333,7923
4034,Greenville-Spartanburg International,Greenville,United States,GSP,KGSP,34.89556,-82.21889,964
4035,Cologne Railway,Cologne,Germany,QKL,,50.9425,6.95806,100
4036,Stuttgart Railway Station,Stuttgart,Germany,ZWS,,48.78361,9.18167,200
4037,Central Illinois Rgnl,Bloomington,United States,BMI,KBMI,40.47711,-88.91592,871
4038,Gulfport-Biloxi,Gulfport,United States,GPT,KGPT,30.40728,-89.07011,28
4039,Kalamazoo,Kalamazoo,United States,AZO,KAZO,42.23488,-85.55206,874
4040,Toledo,Toledo,United States,TOL,KTOL,41.58681,-83.80783,684
4041,Fort Wayne,Fort Wayne,United States,FWA,KFWA,40.97847,-85.19514,815
4042,Decatur,Decatur,United States,DEC,KDEC,39.83456,-88.86569,682
4043,Cedar Rapids,Cedar Rapids,United States,CID,KCID,41.88469,-91.71081,869
4044,La Crosse Municipal,La Crosse,United States,LSE,KLSE,43.87899,-91.25671,654
4045,Central Wisconsin,Wassau,United States,CWA,KCWA,44.77273,-89.64664,840
4046,Peoria Regional,Peoria,United States,PIA,KPIA,40.6642,-89.69326,660
4047,Appleton,Appleton,United States,ATW,KATW,44.25753,-88.50758,680
4048,Rochester,Rochester,United States,RST,KRST,43.90828,-92.50001,1317
4049,Champaign,Champaign,United States,CMI,KCMI,40.03925,-88.27806,754
4050,Manhattan Reigonal,Manhattan,United States,MHK,KMHK,39.14097,-96.67083,1057
4051,Kingscote Airport,Kingscote,Australia,KGC,YKSC,-35.71389,137.52139,24
4052,Hervey Bay Airport,Hervey Bay,Australia,HVB,YHBA,-25.31889,152.88028,60
4053,EuroAirport Basel-Mulhouse-Freiburg,Basel,Switzerland,BSL,,47.59,7.52917,885
4054,Dali,Dali,China,DLU,ZPDL,25.64944,100.31944,6978
4055,Jinghong,Jinghong,China,JHG,,21.97391,100.75961,1815
4056,Mulu,Mulu,Malaysia,MZV,,4.04833,114.805,80
4057,Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,SSH,HESH,27.97722,34.39472,143
4058,Franklin,Franklin,United States,FKL,KFKL,41.37787,-79.86036,1540
4059,Jomo Kenyatta International,Nairobi,Kenya,NBO,HKJK,-1.31917,36.9275,5327
4060,Seronera,Seronera,Tanzania,SEU,HTSN,-2.45806,34.8225,5080
4061,El Calafate,El Calafate,Argentina,FTE,SAWC,-50.28032,-72.0531,669
4062,Armidale,Armidale,Australia,ARM,YARM,-30.52806,151.61722,3556
4063,Grand Junction Regional,Grand Junction,United States,GJT,KGJT,39.12241,-108.52674,4858
4064,St George Muni,Saint George,United States,SGU,KSGU,37.09058,-113.59306,2941
4065,David Wayne Hooks Field,Houston,United States,DWH,KDWH,30.06375,-95.55428,152
4066,Port O\\'Connor Airfield,Port O\\'Connor,United States,S46,XS46,28.42998,-96.44286,10
4067,Sarasota Bradenton Intl,Sarasota,United States,SRQ,KSRQ,27.39544,-82.55439,30
4071,Van Nuys,Van Nuys,United States,VNY,KVNY,34.20981,-118.48997,802
4069,Bermuda Intl,Bermuda,Bermuda,BDA,TXKF,32.36404,-64.6787,12
4070,Arthur Dunn Airpark,Titusville,United States,X21,,28.62255,-80.83541,30
4072,Quad City Intl,Moline,United States,MLI,KMLI,41.44853,-90.50754,590
4073,Panama City Bay Co Intl,Panama City,United States,PFN,KPFN,30.21208,-85.68281,20
4074,Honiara International,Honiara,Solomon Islands,HIR,AGGH,-9.428,160.05479,28
4075,Faa\\'a International,Papeete,French Polynesia,PPT,NTAA,-17.55667,-149.61139,7
4076,Nauru Intl,Nauru,Nauru,INU,ANYN,-0.54746,166.9191,22
4077,Funafuti International,Funafuti,Tuvalu,FUN,NGFU,-8.525,179.19639,9
4078,Tolmachevo,Novosibirsk,Russia,OVB,UNNT,55.01262,82.65066,365
4079,Orlando,Orlando,United States,DWS,,28.398,-81.57,340
4080,Stavns,Samsoe,Denmark,,EKSS,55.89,10.62,1
4081,Xieng Khouang,Phon Savan,Laos,XKH,VLXK,19.45,103.15833,3445
4082,Phu Bai,Hue,Vietnam,HUI,,16.4015,107.70261,48
4083,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.77584,-100.75793,1661
4084,Telluride,Telluride,United States,TEX,KTEX,37.95376,-107.90848,9078
4085,Yinchuan,Yinchuan,China,INC,ZLIC,38.48194,106.00917,3600
4086,Mae Hong Son,Mae Hong Son,Thailand,HGN,VTCH,19.30167,97.975,929
4087,Rapid City Regional Airport,Rapid City,United States,RAP,KRAP,44.04528,-103.05722,3204
4088,McClellan-Palomar Airport,Carlsbad,United States,CLD,KCRQ,33.0742,-117.1648,328
4089,Bishop International,Flint,United States,FNT,KFNT,42.96542,-83.74363,782
4090,Francisco Bangoy International,Davao,Philippines,DVO,RPMD,7.12552,125.64578,59
4091,Madeira,Funchal,Portugal,FNC,LPMA,32.69789,-16.77445,192
4092,Santarem,Santarem,Brazil,STM,SBSN,-2.42243,-54.79279,198
4093,Sihanoukville,Sihanoukville,Cambodia,KOS,VDSV,10.57969,103.63683,33
4094,Ekati,Ekati,Canada,YOA,CYOA,64.69889,-110.61472,1540
4095,Napier,NAPIER,New Zealand,NPE,NZNR,-39.46583,176.87,6
4096,Levuka Airfield,Levuka,Fiji,LEV,NFNB,-17.68333,178.83333,11
4097,Lhasa-Gonggar,Lhasa,China,LXA,ZULS,29.29778,90.91194,13136
4098,Redding Muni,Redding,United States,RDD,KRDD,40.509,-122.29339,504
4099,Mahlon Sweet Fld,Eugene,United States,EUG,KEUG,44.12458,-123.21197,374
4100,Idaho Falls Rgnl,Idaho Falls,United States,IDA,KIDA,43.51456,-112.07075,4744
4101,Rogue Valley Intl Medford,Medford,United States,MFR,KMFR,42.37423,-122.8735,1335
4102,Kaikoura,Kaikoura,New Zealand,KBZ,NZKI,-42.41667,173.68333,19
4103,Roberts Fld,Redmond-Bend,United States,RDM,KRDM,44.25407,-121.14996,3077
4104,Koromiko,Picton,New Zealand,PCN,NZPN,-41.34833,173.95528,60
4105,Windhoek Hosea Kutako International Airport,Windhoek,Namibia,WDH,FYWV,-22.48667,17.4625,5640
4106,Victoria Inner Harbour Airport,Victoria,Canada,YWH,CYWH,48.42278,-123.3875,0
4107,Vancouver Coal Harbour,Vancouver,Canada,CXH,CAQ3,49.28972,-123.11583,0
4108,Jinan,Jinan,China,TNA,ZSJN,36.85721,117.21599,76
4109,Changzhou,Changzhou,China,CZX,ZSCG,31.94167,119.71167,39
4110,Yibin,Yibin,China,YBP,ZUYB,28.80028,104.54444,1000
4111,Roschino,Tyumen,Russia,TJM,USTR,57.18957,65.3243,378
4112,Akron Canton Regional Airport,Akron,United States,CAK,KCAK,40.91608,-81.44219,1228
4113,Huntsville International Airport-Carl T Jones Field,Huntsville,United States,HSV,KHSV,34.63719,-86.77506,629
4114,Mid-Ohio Valley Regional Airport,PARKERSBURG,United States,PKB,KPKB,39.3451,-81.4392,858
4115,Montgomery Regional Airport,MONTGOMERY,United States,MGM,KMGM,32.30064,-86.39397,221
4116,Tri-Cities Regional Airport,BRISTOL,United States,TRI,KTRI,36.47522,-82.40742,1519
4117,Barkley Regional Airport,PADUCAH,United States,PAH,KPAH,37.06029,-88.77296,410
4118,Kurumoch,Samara,Russia,KUF,,53.5,50.15,0
4119,Ambouli International Airport,Djibouti,Djibouti,JIB,HDAM,11.5472,43.1594,49
4120,Meilan,Haikou,China,HAK,ZJHK,19.93486,110.45896,75
4121,Mafia,Mafia Island,Tanzania,MFA,HTMA,-7.91389,39.665,60
4127,Glacier Park Intl,Kalispell,United States,FCA,KFCA,48.31047,-114.256,2977
4123,Mtemere Airstrip,Selous,Tanzania,,,-7.75093,38.20328,60
4124,Page Municipal Airport,Page,United States,PGA,KPGA,36.9261,-111.4483,4316
4125,Utila Airport,Utila,Honduras,UII,MHUT,16.09167,-86.8875,10
4126,Santa Elena Airport,Santa Elena de Uairen,Venezuela,SNV,,4.55472,-61.14492,3585
4128,Mbs Intl,Saginaw,United States,MBS,KMBS,43.53291,-84.07965,668
4129,Greater Binghamton Edwin A Link Fld,Binghamton,United States,BGM,KBGM,42.20869,-75.97984,1636
4130,Baghdad International Airport,Baghdad,Iraq,BGW,ORBI,33.26254,44.23458,114
4131,Nan,Nan,Thailand,NNT,VTCN,18.80791,100.78342,685
4132,Roi Et,Roi Et,Thailand,ROI,VTUV,16.11676,103.7738,451
4133,Buri Ram,Buri Ram,Thailand,BFV,VTUO,15.22954,103.25323,590
4134,Ranong,Ranong,Thailand,UNN,,9.77762,98.58548,57
4135,Trat,Trat,Thailand,TDX,VTBO,12.27457,102.31896,105
4136,Blythe Airport,Blythe,United States,BLH,KBLH,33.61917,-114.71689,399
4137,Al Asad Airbase,Al Asad,Iraq,,ORAA,33.78561,42.4412,618
4138,Al Taqaddum Airbase,Al Taqaddum,Iraq,,ORAT,33.33805,43.59707,275
4139,Balad Southeast Airport,Al Bakr,Iraq,,ORBD,33.94019,44.36158,161
4140,Diosdado Macapagal International,Angeles City,Philippines,CRK,RPLC,15.18583,120.56028,484
4141,Sandakan,Sandakan,Malaysia,SDK,WBKS,5.9009,118.05949,46
4142,Luang Namtha,Luang Namtha,Laos,LXG,VLLN,20.96056,101.4025,1968
4143,Oudomxay,Muang Xay,Laos,ODY,VLOS,20.6827,101.994,1380
4144,Shenyang Taoxian International Airport,Shenyang,China,SHE,ZYTX,41.3824,123.2901,198
4145,Dongying Airport,Dongying,China,DOY,ZSDY,37.2716,118.2819,86
4146,John A. Osborne Airport,Geralds,Montserrat,MNI,TRPG,16.79139,-62.19333,40
4147,Petersburg James A. Johnson,Petersburg,United States,PSG,PAPG,56.80167,-132.94528,105
