id,name,description,country,iata,icao,latitude,longitude,elevation
2636,Major Brigadeiro Trompowsky,Varginha,Brazil,VAG,SBVG,-21.59007,-45.47334,3028
2637,Vilhena,Vilhena,Brazil,BVH,SBVH,-12.69438,-60.09827,2018
2638,Goiabeiras,Vitoria,Brazil,VIX,SBVT,-20.25806,-40.28639,11
2639,Iauarete,Iauarete,Brazil,,SBYA,0.6075,-69.18584,345
2640,Campo Fontenelle,Piracununga,Brazil,QPS,SBYS,-21.98456,-47.33476,1968
2641,Chacalluta,Arica,Chile,ARI,SCAR,-18.34853,-70.33874,167
2642,Balmaceda,Balmaceda,Chile,BBA,SCBA,-45.91606,-71.68948,1722
2643,El Bosque,Santiago,Chile,,SCBQ,-33.5618,-70.6884,1844
2644,Chile Chico,Chile Chico,Chile,CCH,SCCC,-46.58334,-71.6874,1070
2645,El Loa,Calama,Chile,CJC,SCCF,-22.49818,-68.90358,7543
2646,General Bernardo O Higgins,Chillan,Chile,,SCCH,-36.5825,-72.03137,495
2647,Carlos Ibanez Del Campo Intl,Punta Arenas,Chile,PUQ,SCCI,-53.00264,-70.85459,139
2648,Teniente Vidal,Coyhaique,Chile,GXQ,SCCY,-45.59421,-72.10613,1020
2649,Diego Aracena Intl,Iquique,Chile,IQQ,SCDA,-20.53522,-70.18128,155
2650,Arturo Merino Benitez Intl,Santiago,Chile,SCL,SCEL,-33.39298,-70.7858,1555
2651,Cerro Moreno Intl,Antofagasta,Chile,ANF,SCFA,-23.44448,-70.4451,455
2652,Capitan Fuentes Martinez,Porvenir,Chile,,SCFM,-53.2537,-70.31923,104
2653,Futaleufu,Futaleufu,Chile,,SCFT,-43.18917,-71.85111,1148
2654,Maria Dolores,Los Angeles,Chile,LSQ,SCGE,-37.40173,-72.42544,374
2655,Guardiamarina Zanartu,Puerto Williams,Chile,,SCGZ,-54.93107,-67.62626,88
2656,Carriel Sur Intl,Concepcion,Chile,CCP,SCIE,-36.77265,-73.06311,26
2657,Mataveri Intl,Easter Island,Chile,IPC,SCIP,-27.16479,-109.42183,227
2658,Canal Bajo Carlos Hott Siebert,Osorno,Chile,ZOS,SCJO,-40.61121,-73.06104,187
2659,Vallenar,Vallenar,Chile,,SCLL,-28.5964,-70.756,1725
2660,De La Independencia,Rancagua,Chile,,SCRG,-34.17369,-70.77569,1446
2661,Teniente Rodolfo Marsh Martin,Isla Rey Jorge,Antarctica,,SCRM,-62.19083,-58.98667,147
2662,La Florida,La Serena,Chile,LSC,SCSE,-29.91623,-71.19952,481
2663,Eulogio Sanchez,Santiago,Chile,,SCTB,-33.45628,-70.54667,2129
2664,Maquehue,Temuco,Chile,ZCO,SCTC,-38.76682,-72.6371,304
2665,El Tepual Intl,Puerto Montt,Chile,PMC,SCTE,-41.43889,-73.09395,294
2666,Chaiten,Chaiten,Chile,WCH,SCTN,-42.93281,-72.69911,13
2667,Pichoy,Valdivia,Chile,ZAL,SCVD,-39.64996,-73.08611,59
2668,Chachoan,Ambato,Ecuador,ATF,SEAM,-1.21207,-78.57464,8502
2669,Hacienda Clementina,Clementia,Ecuador,,SECM,-1.70628,-79.37894,328
2670,Francisco De Orellana,Coca,Ecuador,OCC,SECO,-0.46289,-76.98684,834
2671,Mariscal Lamar,Cuenca,Ecuador,CUE,SECU,-2.88947,-78.9844,8306
2672,Seymour,Galapagos,Ecuador,GPS,SEGS,-0.45376,-90.26591,207
2673,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,GYE,SEGU,-2.15742,-79.88356,19
2674,Gualaquiza,Gualaquiza,Ecuador,,SEGZ,-3.42321,-78.56699,2640
2675,Atahualpa,Ibarra,Ecuador,,SEIB,0.33842,-78.13642,7304
2676,Km 192,Km-192,Ecuador,,SEKK,0.1842,-79.39196,1247
2677,Hacienda La Julia,La Julia,Ecuador,,SELJ,-1.70438,-79.55226,50
2678,Cotopaxi Intl,Latacunga,Ecuador,,SELT,-0.90683,-78.61576,9205
2679,Jose Maria Velasco Ibarra,Macara,Ecuador,,SEMA,-4.37823,-79.94102,1508
2680,Coronel E Carvajal,Macas,Ecuador,XMS,SEMC,-2.29917,-78.12075,3452
2681,General Manuel Serrano,Machala,Ecuador,MCH,SEMH,-3.2689,-79.96157,11
2682,Montalvo,Montalvo,Ecuador,,SEMO,-2.06701,-76.97574,960
2683,Eloy Alfaro Intl,Manta,Ecuador,MEC,SEMT,-0.94608,-80.67881,48
2684,Maragrosa,Maragrosa,Ecuador,,SEMX,-2.8511,-79.80362,18
2685,Amable Calle Gutierrez,Pasaje,Ecuador,,SEPS,-3.31967,-79.76916,22
2686,Reales Tamarindos,Portoviejo,Ecuador,PVO,SEPV,-1.04165,-80.47221,130
2687,Quevedo,Quevedo,Ecuador,,SEQE,-0.9894,-79.46511,350
2688,Mariscal Sucre Intl,Quito,Ecuador,UIO,SEQU,-0.14114,-78.48821,9228
2689,Chimborazo,Riobamba,Ecuador,,SERB,-1.65343,-78.65614,9151
2690,Coronel Artilleria Victor Larrea,Santa Rosa,Ecuador,,SERO,-3.43516,-79.97782,170
2691,General Ulpiano Paez,Salinas,Ecuador,SNC,SESA,-2.20499,-80.98888,18
2692,Santo Domingo Los Colorados,Santo Domingo,Ecuador,,SESD,-0.24822,-79.21445,1714
2694,Taura,Taura,Ecuador,,SETA,-2.26104,-79.68017,56
2695,Mayor Galo Torres,Tena,Ecuador,,SETE,-0.98677,-77.81945,1708
2696,Tarapoa,Tarapoa,Ecuador,TPC,SETR,-0.12296,-76.33775,814
2697,Teniente Coronel Luis A Mantilla,Tulcan,Ecuador,TUA,SETU,0.80951,-77.70806,9649
6847,Silverton,Silverton,United States,,,37.81254,-107.66299,9308
2699,Silvio Pettirossi Intl,Asuncion,Paraguay,ASU,SGAS,-25.23985,-57.51913,292
2700,Juan De Ayolas,Ayolas,Paraguay,,SGAY,-27.37065,-56.85394,223
2701,Teniente Col Carmelo Peralta,Conception,Paraguay,,SGCO,-23.44175,-57.42712,253
2702,Itaipu,Itaipu,Paraguay,,SGIB,-25.40785,-54.61942,762
2703,Dr Luis Maria Argana Intl,Mariscal Estigarribia,Paraguay,,SGME,-22.04499,-60.62169,553
2704,Carlos Miguel Gimenez,Pilar,Paraguay,,SGPI,-26.88147,-58.31804,249
2705,El Eden,Armenia,Colombia,AXM,SKAR,4.45278,-75.76645,3990
2706,Tres De Mayo,Puerto Asis,Colombia,PUU,SKAS,0.50523,-76.50084,815
2707,Las Flores,El Banco,Colombia,,SKBC,9.04554,-73.97493,111
2708,Palonegro,Bucaramanga,Colombia,BGA,SKBG,7.1265,-73.18478,3897
2709,Eldorado Intl,Bogota,Colombia,BOG,SKBO,4.70159,-74.14695,8361
2710,Ernesto Cortissoz,Barranquilla,Colombia,BAQ,SKBQ,10.88959,-74.78082,98
2711,Jose Celestino Mutis,Bahia Solano,Colombia,BSC,SKBS,6.20292,-77.39468,80
2712,Gerardo Tobar Lopez,Buenaventura,Colombia,BUN,SKBU,3.81963,-76.98977,48
2713,Camilo Daza,Cucuta,Colombia,CUC,SKCC,7.92757,-72.51155,1096
2714,Rafael Nunez,Cartagena,Colombia,CTG,SKCG,10.44238,-75.51296,4
2715,Alfonso Bonilla Aragon Intl,Cali,Colombia,CLO,SKCL,3.54322,-76.38158,3162
2716,La Florida,Tumaco,Colombia,TCO,SKCO,1.81442,-78.74923,8
2717,Las Brujas,Corozal,Colombia,CZU,SKCZ,9.33274,-75.28559,528
2718,Yariguies,Barrancabermeja,Colombia,EJA,SKEJ,7.02433,-73.8068,412
2719,Gustavo Artunduaga Paredes,Florencia,Colombia,FLA,SKFL,1.58919,-75.56437,803
2720,Santiago Vila,Girardot,Colombia,,SKGI,4.27624,-74.79669,900
6846,McCarthy Airport,McCarthy,United States,MXY,,61.43706,-142.90307,1531
2722,Juan Casiano,Guapi,Colombia,GPI,SKGP,2.57013,-77.8986,164
2723,Guaymaral,Guaymaral,Colombia,,SKGY,4.81233,-74.06492,8390
2724,Perales,Ibague,Colombia,IBE,SKIB,4.42161,-75.1333,2999
2725,San Luis,Ipiales,Colombia,IPI,SKIP,0.86192,-77.67176,9765
2726,Antonio Roldan Betancourt,Carepa,Colombia,,SKLC,7.81196,-76.71643,46
2727,La Mina,La Mina,Colombia,,SKLM,11.23253,-72.49014,276
2728,Alfredo Vasquez Cobo,Leticia,Colombia,LET,SKLT,-4.19355,-69.94316,277
2729,Olaya Herrera,Medellin,Colombia,EOH,SKMD,6.21996,-75.59052,4940
2730,Baracoa,Magangue,Colombia,MGN,SKMG,9.28474,-74.84609,178
2731,Los Garzones,Monteria,Colombia,MTR,SKMR,8.82374,-75.82583,36
2732,Fabio Alberto Leon Bentley,Mitu,Colombia,MVP,SKMU,1.25366,-70.23388,680
2733,La Nubia,Manizales,Colombia,MZL,SKMZ,5.0296,-75.46471,6871
2734,Benito Salas,Neiva,Colombia,NVA,SKNV,2.95015,-75.294,1464
2735,Aguas Claras,Ocana,Colombia,OCV,SKOC,8.31506,-73.35833,3850
2736,Otu,Otu,Colombia,OTU,SKOT,7.01037,-74.7155,2060
2737,Puerto Bolivar,Puerto Bolivar,Colombia,,SKPB,12.22148,-71.98482,90
2738,Puerto Carreno,Puerto Carreno,Colombia,PCR,SKPC,6.18472,-67.49316,177
2739,Matecana,Pereira,Colombia,PEI,SKPE,4.81268,-75.73952,4416
2740,Pitalito,Pitalito,Colombia,,SKPI,1.85777,-76.08572,4212
2741,Guillermo Leon Valencia,Popayan,Colombia,PPN,SKPP,2.4544,-76.60932,5687
2742,Antonio Narino,Pasto,Colombia,PSO,SKPS,1.39625,-77.29148,5951
2743,El Embrujo,Providencia,Colombia,PVA,SKPV,13.35694,-81.35833,10
2744,Mariquita,Mariquita,Colombia,,SKQU,5.21256,-74.88365,1531
2745,Jose Maria Cordova,Rio Negro,Colombia,MDE,SKRG,6.16454,-75.42312,6955
2746,Almirante Padilla,Rio Hacha,Colombia,RCH,SKRH,11.52622,-72.92596,43
2747,Jorge E Gonzalez Torres,San Jose Del Guaviare,Colombia,SJE,SKSJ,2.57969,-72.63936,605
2748,Simon Bolivar,Santa Marta,Colombia,SMR,SKSM,11.11965,-74.23065,22
2749,Gustavo Rojas Pinilla,San Andres Island,Colombia,ADZ,SKSP,12.58359,-81.71119,19
2750,Eduardo Falla Solano,San Vincente De Caguan,Colombia,SVI,SKSV,2.15218,-74.76635,920
2751,Tame,Tame,Colombia,TME,SKTM,6.45108,-71.76026,1050
2752,Santiago Perez,Arauca,Colombia,AUC,SKUC,7.06888,-70.73692,420
2753,El Carano,Quibdo,Colombia,UIB,SKUI,5.69076,-76.64118,204
2754,Farfan,Tulua,Colombia,ULQ,SKUL,4.08836,-76.23513,3132
2755,Alfonso Lopez Pumarejo,Valledupar,Colombia,VUP,SKVP,10.43504,-73.24951,456
2756,Vanguardia,Villavicencio,Colombia,VVC,SKVV,4.16788,-73.61376,1394
2758,Bermejo,Bermejo,Bolivia,BJO,SLBJ,-22.77334,-64.31288,1250
2759,Jorge Wilsterman,Cochabamba,Bolivia,CBB,SLCB,-17.42106,-66.17711,8360
2760,Chimore,Chapacura,Bolivia,,SLCH,-16.99002,-65.14153,1000
2761,Heroes Del Acre,Cobija,Bolivia,CIJ,SLCO,-11.04044,-68.78297,892
2762,El Alto Intl,La Paz,Bolivia,LPB,SLLP,-16.51334,-68.19226,13325
2763,Juan Mendoza,Oruro,Bolivia,,SLOR,-17.96259,-67.07624,12146
2764,Capitan Nicolas Rojas,Potosi,Bolivia,POI,SLPO,-19.54307,-65.72371,12913
2765,Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia,PSZ,SLPS,-18.97528,-57.82059,439
2766,Santa Ana Del Yacuma,Santa Ana,Bolivia,,SLSA,-13.76221,-65.43516,472
2767,Juana Azurduy De Padilla,Sucre,Bolivia,SRE,SLSU,-19.00708,-65.28875,9527
2768,Capitan Oriel Lea Plaza,Tarija,Bolivia,TJA,SLTJ,-21.55574,-64.70132,6084
2769,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,TDD,SLTR,-14.81874,-64.91802,509
2770,Tcnl Rafael Pabon,Villa Montes,Bolivia,,SLVM,-21.25523,-63.40561,1306
2771,Viru Viru Intl,Santa Cruz,Bolivia,VVI,SLVR,-17.64476,-63.13536,1225
2772,Yacuiba,Yacuiba,Bolivia,BYC,SLYA,-21.96092,-63.65167,2116
2773,Johan A Pengel Intl,Zandery,Suriname,PBM,SMJP,5.45283,-55.18778,59
2774,Rochambeau,Cayenne,French Guiana,CAY,SOCA,4.81981,-52.36045,26
2775,St Georges De L Oyapock,St.-georges Oyapock,French Guiana,,SOOG,3.8976,-51.80408,46
2776,Huancabamba,Huancabamba,Peru,,SPAB,-5.25677,-79.44286,6312
2777,Alferez Vladimir Sara Bauer,Andoas,Peru,,SPAS,-2.79613,-76.46662,728
2778,Atalaya,Atalaya,Peru,,SPAY,-10.72912,-73.7665,751
6845,Seward Airport,Seward,United States,SWD,,60.12694,-149.41881,22
2780,Iberia,Iberia,Peru,,SPBR,-11.41158,-69.48871,750
2781,Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru,PCL,SPCL,-8.37794,-74.5743,513
2782,Teniente Jaime A De Montreuil Morales,Chimbote,Peru,CHM,SPEO,-9.14961,-78.52385,69
2783,Puerto Esperanza,Puerto Esperanza,Peru,,SPEP,-9.76813,-70.70646,725
2784,Cesar Torke Podesta,Moquegua,Peru,,SPEQ,-17.17896,-70.9308,4480
2785,Capt Jose A Quinones Gonzales Intl,Chiclayo,Peru,CIX,SPHI,-6.78748,-79.8281,97
2786,Coronel Fap Alfredo Mendivil Duarte,Ayacucho,Peru,AYP,SPHO,-13.15482,-74.20442,8917
2787,Andahuaylas,Andahuaylas,Peru,ANS,SPHY,-13.70641,-73.35038,11300
2788,Comandante Fap German Arias Graziani,Anta,Peru,ATA,SPHZ,-9.34744,-77.59839,9097
2789,Jorge Chavez Intl,Lima,Peru,LIM,SPIM,-12.02189,-77.11432,113
2790,Juanjui,Juanjui,Peru,JJI,SPJI,-7.1691,-76.72856,1148
2791,Francisco Carle,Jauja,Peru,,SPJJ,-11.78314,-75.47339,11034
2792,Juliaca,Juliaca,Peru,JUL,SPJL,-15.4671,-70.15817,12552
6844,Michigan City Municipal Airport,Michigan City,United States,MGC,KMGC,41.7033,-86.8211,500
2794,Ilo,Ilo,Peru,,SPLO,-17.69504,-71.34396,72
2795,Las Palmas,Las Palmas,Peru,,SPLP,-12.16071,-76.99894,250
2796,Pedro Canga,Tumbes,Peru,TBP,SPME,-3.55253,-80.38136,115
2797,Moises Benzaquen Rengifo,Yurimaguas,Peru,YMS,SPMS,-5.89377,-76.11821,587
2799,Collique,Collique,Peru,,SPOL,-11.9287,-77.06114,410
2800,Chachapoyas,Chachapoyas,Peru,CHH,SPPY,-6.20181,-77.85606,8333
2801,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,IQT,SPQT,-3.78474,-73.30881,306
2802,Rodriguez Ballon,Arequipa,Peru,AQP,SPQU,-16.34107,-71.58308,8405
2803,San Ramon,San Ramon,Peru,,SPRM,-11.12864,-75.3505,2600
2804,Capitan Carlos Martinez De Pinillos,Trujillo,Peru,TRU,SPRU,-8.08141,-79.10876,106
2805,Pisco Intl,Pisco,Peru,PIO,SPSO,-13.74486,-76.22028,39
2806,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,TPP,SPST,-6.50874,-76.37325,869
2807,Coronel Carlos Ciriani Santa Rosa Intl,Tacna,Peru,TCQ,SPTN,-18.05333,-70.27583,1538
2808,Padre Aldamiz,Puerto Maldonado,Peru,PEM,SPTU,-12.61361,-69.22861,659
2809,Capitan Fap Guillermo Concha Iberico,Piura,Peru,PIU,SPUR,-5.20575,-80.61644,120
2810,Capitan Montes,Talara,Peru,TYL,SPYL,-4.57664,-81.25414,282
6843,Niijima Airport,Niijima,Japan,,RJAN,34.36694,139.26861,133
2812,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,CUZ,SPZO,-13.53572,-71.93878,10860
2813,Angel S Adami,Montevideo,Uruguay,,SUAA,-34.78921,-56.2647,174
2814,Santa Bernardina Intl,Durazno,Uruguay,,SUDU,-33.35887,-56.49917,305
6842,East Glacier Park Amtrak Station,East Glacier,United States,,,48.44396,-113.21856,5171
2816,Carrasco Intl,Montevideo,Uruguay,MVD,SUMU,-34.83842,-56.03081,105
2817,Nueva Hesperides Intl,Salto,Uruguay,STY,SUSO,-31.43848,-57.98529,187
2818,Oswaldo Guevara Mujica,Acarigua,Venezuela,AGV,SVAC,9.55342,-69.23754,741
2819,Anaco,Anaco,Venezuela,AAO,SVAN,9.43022,-64.47072,721
2820,San Fernando De Atabapo,San Fernando Deatabapo,Venezuela,,SVAT,4.05182,-67.70107,298
2821,General Jose Antonio Anzoategui Intl,Barcelona,Venezuela,BLA,SVBC,10.10714,-64.68916,26
2822,Barinas,Barinas,Venezuela,BNS,SVBI,8.61958,-70.22082,666
2823,El Libertador Ab,Maracaibo,Venezuela,,SVBL,10.18338,-67.55732,1450
2824,Barquisimeto Intl,Barquisimeto,Venezuela,BRM,SVBM,10.04275,-69.35862,2042
2826,Ciudad Bolivar,Ciudad Bolivar,Venezuela,CBL,SVCB,8.1219,-63.53735,197
2827,Caicara Del Orinoco,Caicara De Orinoco,Venezuela,,SVCD,7.62608,-66.16492,141
2828,San Carlos,San Carlos,Venezuela,,SVCJ,9.64772,-68.57466,512
2829,Calabozo,Calabozo,Venezuela,,SVCL,8.92466,-67.41709,328
2830,Canaima,Canaima,Venezuela,CAJ,SVCN,6.23199,-62.85443,1450
2831,Carora,Carora,Venezuela,,SVCO,10.1756,-70.06521,1437
2832,General Jose Francisco Bermudez,Carupano,Venezuela,CUP,SVCP,10.66001,-63.26168,33
2833,Jose Leonardo Chirinos,Coro,Venezuela,CZE,SVCR,11.41487,-69.68166,52
2834,Oscar Machado Zuloaga,Caracas,Venezuela,,SVCS,10.28659,-66.81622,2145
2835,Antonio Jose De Sucre,Cumana,Venezuela,CUM,SVCU,10.45033,-64.13047,25
2836,Capitan Manuel Rios Guarico Airbase,Carrizal,Venezuela,,SVCZ,9.37217,-66.92299,525
2837,El Dorado,El Dorado,Venezuela,,SVED,6.71544,-61.63922,318
2838,Elorza,Elorza,Venezuela,,SVEZ,7.05972,-69.49669,295
2839,Guasdualito,Guasdualito,Venezuela,,SVGD,7.21108,-70.75645,426
2840,Guiria,Guiria,Venezuela,GUI,SVGI,10.57408,-62.31267,42
2841,Guanare,Guanare,Venezuela,GUQ,SVGU,9.02694,-69.75515,606
2842,Higuerote,Higuerote,Venezuela,,SVHG,10.46245,-66.09276,10
2843,Andres Miguel Salazar Marcano,Isla De Coche,Venezuela,,SVIE,10.79441,-63.98159,10
2844,Josefa Camejo,Paraguana,Venezuela,LSP,SVJC,11.78078,-70.1515,75
2845,San Juan De Los Morros,San Juan De Los Morros,Venezuela,,SVJM,9.90695,-67.37964,1404
2846,La Fria,La Fria,Venezuela,LFR,SVLF,8.23917,-72.27103,323
2847,La Orchila,La Orchila,Venezuela,,SVLO,11.80882,-66.17921,5
2848,La Chinita Intl,Maracaibo,Venezuela,MAR,SVMC,10.55821,-71.72786,235
2849,Alberto Carnevalli,Merida,Venezuela,MRD,SVMD,8.58229,-71.16119,5007
2850,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela,PMV,SVMG,10.91293,-63.96758,74
2851,Simon Bolivar Intl,Caracas,Venezuela,CCS,SVMI,10.60312,-66.99058,235
2852,Maturin,Maturin,Venezuela,MUN,SVMT,9.74907,-63.1534,224
2853,Casique Aramare,Puerto Ayacucho,Venezuela,PYH,SVPA,5.61999,-67.6061,245
2854,General Bartolome Salom Intl,Puerto Cabello,Venezuela,PBL,SVPC,10.4805,-68.07302,32
2855,Paramillo,San Cristobal,Venezuela,,SVPM,7.80132,-72.20285,3314
2856,General Manuel Carlos Piar,Guayana,Venezuela,PZO,SVPR,8.28853,-62.76036,472
2857,Palmarito,Palmarito,Venezuela,,SVPT,7.57571,-70.17433,347
2858,San Antonio Del Tachira,San Antonio,Venezuela,SVZ,SVSA,7.84083,-72.43974,1312
2859,Santa Barbara De Barinas,Santa Barbara,Venezuela,,SVSB,7.80351,-71.16572,590
2860,Santa Elena De Uairen,Santa Ana De Uairen,Venezuela,,SVSE,4.55472,-61.14492,2939
2861,Mayor Buenaventura Vivas,Santo Domingo,Venezuela,STD,SVSO,7.56511,-72.03512,1083
2862,Sub Teniente Nestor Arias,San Felipe,Venezuela,SFH,SVSP,10.27873,-68.75521,761
2863,San Fernando De Apure,San Fernando De Apure,Venezuela,SFD,SVSR,7.88332,-67.44402,154
2864,San Tome,San Tome,Venezuela,SOM,SVST,8.94515,-64.15108,837
2865,Santa Barbara Del Zulia,Santa Barbara,Venezuela,STB,SVSZ,8.97442,-71.94301,32
2866,Tucupita,Tucupita,Venezuela,TUV,SVTC,9.08899,-62.09418,105
2867,Tumeremo,Tumeremo,Venezuela,,SVTM,7.24938,-61.52893,344
2868,Arturo Michelena Intl,Valencia,Venezuela,VLN,SVVA,10.14973,-67.9284,1417
6841,Flugplatz Hoexter Holzminden,Hoexter Holzminden,Germany,,EDVI,51.4838,9.2259,855
2870,Dr Antonio Nicolas Briceno,Valera,Venezuela,VLV,SVVL,9.3408,-70.58409,1893
2871,Valle De La Pascua,Valle De La Pascua,Venezuela,VDP,SVVP,9.22203,-65.99358,410
2872,Linden,Linden,Guyana,,SYLD,5.96592,-58.27034,180
2873,Lethem,Lethem,Guyana,LTM,SYLT,3.37276,-59.78944,351
2874,V C Bird Intl,Antigua,Antigua and Barbuda,ANU,TAPA,17.13675,-61.79267,62
2875,Grantley Adams Intl,Bridgetown,Barbados,BGI,TBPB,13.0746,-59.49246,169
2876,Canefield,Canefield,Dominica,DCF,TDCF,15.33672,-61.39221,13
2877,Melville Hall,Dominica,Dominica,DOM,TDPD,15.54703,-61.3,73
2878,Le Lamentin,Fort-de-france,Martinique,FDF,TFFF,14.59103,-61.00318,16
2879,Grand Case,St. Martin,Guadeloupe,SFG,TFFG,18.09991,-63.0472,7
2881,Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.26531,-61.53181,36
2882,Point Salines Intl,Point Salines,Grenada,GND,TGPY,12.00425,-61.78619,41
2883,Cyril E King,St. Thomas,Virgin Islands,STT,TIST,18.33731,-64.97336,23
2884,Henry E Rohlsen,St. Croix Island,Virgin Islands,STX,TISX,17.70189,-64.79856,74
2885,Rafael Hernandez,Aguadilla,Puerto Rico,BQN,TJBQ,18.49486,-67.12944,237
2886,Diego Jimenez Torres,Fajardo,Puerto Rico,FAJ,TJFA,18.30889,-65.66186,64
2887,Fernando Luis Ribas Dominicci,San Juan,Puerto Rico,SIG,TJIG,18.45683,-66.09814,10
2888,Eugenio Maria De Hostos,Mayaguez,Puerto Rico,MAZ,TJMZ,18.25569,-67.14847,28
2889,Mercedita,Ponce,Puerto Rico,PSE,TJPS,18.00831,-66.56303,29
2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU,TJSJ,18.43942,-66.00183,9
2891,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,SKB,TKPK,17.31119,-62.71867,170
6840,Dinslaken Schwarze-Heide,Dinslaken,Germany,,EDLD,51.3659,6.5155,198
2893,George F L Charles,Castries,Saint Lucia,SLU,TLPC,14.02023,-60.99294,22
2894,Hewanorra Intl,Hewandorra,Saint Lucia,UVF,TLPL,13.73319,-60.9526,14
2895,Reina Beatrix Intl,Oranjestad,Aruba,AUA,TNCA,12.50139,-70.01522,60
2896,Flamingo,Kralendijk,Netherlands Antilles,BON,TNCB,12.13104,-68.26851,20
2897,Hato,Willemstad,Netherlands Antilles,CUR,TNCC,12.18885,-68.9598,29
2898,F D Roosevelt,Oranjestad,Netherlands Antilles,EUX,TNCE,17.49649,-62.97944,129
2899,Princess Juliana Intl,Philipsburg,Netherlands Antilles,SXM,TNCM,18.04095,-63.1089,14
2900,Wallblake,The Valley,Anguilla,AXA,TQPF,18.20483,-63.05508,127
2901,Crown Point,Scarborough,Trinidad and Tobago,TAB,TTCP,11.14966,-60.83219,38
2902,Piarco,Port-of-spain,Trinidad and Tobago,POS,TTPP,10.59537,-61.33724,58
2903,Terrance B Lettsome Intl,Tortola,British Virgin Islands,EIS,TUPJ,18.44483,-64.54298,15
6839,Allakaket Airport,Allakaket,United States,AET,PFAL,66.5519,-152.6222,441
2905,Canouan,Canouan Island,Saint Vincent and the Grenadines,CIW,TVSC,12.69904,-61.34243,11
2906,Mustique,Mustique,Saint Vincent and the Grenadines,MQS,TVSM,12.88795,-61.18016,8
2907,E T Joshua,Kingstown,Saint Vincent and the Grenadines,SVD,TVSV,13.14431,-61.21086,66
2908,Almaty,Alma-ata,Kazakhstan,ALA,UAAA,43.35207,77.04051,2234
2909,Balkhash,Balkhash,Kazakhstan,,UAAH,46.89333,75.005,1446
2910,Astana Intl,Tselinograd,Kazakhstan,TSE,UACC,51.02222,71.46694,1165
2911,Taraz,Dzhambul,Kazakhstan,DMB,UADD,42.85361,71.30361,2184
2912,Manas,Bishkek,Kyrgyzstan,FRU,UAFM,43.06131,74.47756,2058
2913,Osh,Osh,Kyrgyzstan,OSS,UAFO,40.60899,72.79327,2927
2914,Shymkent,Chimkent,Kazakhstan,CIT,UAII,42.36417,69.47889,1385
6803,Yakutat,Yakutat,United States,YAK,PAYA,59.3012,-139.3937,33
2916,Uralsk,Uralsk,Kazakhstan,URA,UARR,51.15083,51.54306,125
2917,Pavlodar,Pavlodar,Kazakhstan,PWQ,UASP,52.195,77.07389,410
2918,Semipalatinsk,Semiplatinsk,Kazakhstan,PLX,UASS,50.3513,80.2344,761
2919,Aktau,Shevchenko,Kazakhstan,,UATE,43.86005,51.09198,73
2920,Aktyubinsk,Aktyubinsk,Kazakhstan,AKX,UATT,50.24583,57.20667,738
2922,Heydar Aliyev,Baku,Azerbaijan,GYD,UBBB,40.4675,50.04667,10
2923,Yakutsk,Yakutsk,Russia,YKS,UEEE,62.09325,129.77067,325
2925,Mirny,Mirnyj,Russia,MJZ,UERR,62.53469,114.03893,1156
2926,Ignatyevo,Blagoveschensk,Russia,BQS,UHBB,50.42539,127.41248,638
2927,Novy,Khabarovsk,Russia,KHV,UHHH,48.52804,135.18836,244
6838,Sawyer International Airport,Marquette,United States,MQT,KMQT,46.35361,-87.39528,1221
2929,Provideniya Bay,Provideniya Bay,Russia,PVS,UHMD,64.37814,-173.24331,71
2930,Sokol,Magadan,Russia,GDX,UHMM,59.91099,150.72044,574
2931,Pevek,Pevek,Russia,PWE,UHMP,69.78328,170.59701,11
2932,Yelizovo,Petropavlovsk,Russia,PKC,UHPP,53.16789,158.45367,131
2933,Khomutovo,Yuzhno-sakhalinsk,Russia,UUS,UHSS,46.88867,142.71753,59
2934,Knevichi,Vladivostok,Russia,VVO,UHWW,43.39895,132.14802,46
2935,Kadala,Chita,Russia,HTA,UIAA,52.02632,113.30556,2272
2936,Bratsk,Bratsk,Russia,BTK,UIBB,56.37056,101.69833,1610
2937,Irkutsk,Irkutsk,Russia,IKT,UIII,52.26803,104.38898,1675
2938,Mukhino,Ulan-ude,Russia,UUD,UIUU,51.80776,107.43764,1690
2939,Boryspil Intl,Kiev,Ukraine,KBP,UKBB,50.345,30.89472,427
2940,Donetsk Intl,Donetsk,Ukraine,DOK,UKCC,48.07361,37.73972,791
2941,Dnipropetrovsk Intl,Dnepropetrovsk,Ukraine,DNK,UKDD,48.35722,35.10056,481
2942,Simferopol Intl,Simferopol,Ukraine,SIP,UKFF,45.05222,33.97514,639
2944,Zhuliany Intl,Kiev,Ukraine,IEV,UKKK,50.40169,30.4497,586
